Row,Column,Goal Row,Goal Column,Vertical Distance to Goal,Horizontal Distance to Goal,Direction,Sector Cost,Cost To Goal
3,2,3,3,0,1,1,0,2.0
3,2,3,3,0,1,4,0,1.0
3,3,3,3,0,0,4,0,0
5,4,4,3,1,1,1,0,7.0
5,4,4,3,1,1,2,0,6.0
5,3,4,3,1,0,2,0,3.0
5,3,4,3,1,0,1,0,1.0
4,3,4,3,0,0,1,0,0
0,5,5,5,5,0,1,8,15.0
0,5,5,5,5,0,2,8,14.0
0,5,5,5,5,0,3,8,13.0
1,5,5,5,4,0,3,8,12.0
2,5,5,5,3,0,3,8,9.0
3,5,5,5,2,0,3,8,4.0
4,5,5,5,1,0,3,0,1.0
5,5,5,5,0,0,3,0,0
4,3,0,5,4,2,1,16,17.0
4,3,0,5,4,2,4,16,16.0
4,4,0,5,4,1,4,13,14.0
4,4,0,5,4,1,1,13,13.0
3,4,0,5,3,1,1,13,10.0
2,4,0,5,2,1,1,13,9.0
1,4,0,5,1,1,1,0,6.0
0,4,0,5,0,1,1,0,3.0
0,4,0,5,0,1,4,0,1.0
0,5,0,5,0,0,4,0,0
0,3,5,1,5,2,1,7,15.0
0,3,5,1,5,2,2,7,14.0
0,3,5,1,5,2,3,7,13.0
1,3,5,1,4,2,3,7,10.0
2,3,5,1,3,2,3,7,9.0
3,3,5,1,2,2,3,7,6.0
4,3,5,1,1,2,3,4,5.0
5,3,5,1,0,2,3,4,3.0
5,3,5,1,0,2,2,4,2.0
5,2,5,1,0,1,2,0,1.0
5,1,5,1,0,0,2,0,0
4,4,5,2,1,2,1,5,7.0
4,4,5,2,1,2,2,5,6.0
4,3,5,2,1,1,2,0,4.0
4,2,5,2,1,0,2,0,2.0
4,2,5,2,1,0,3,0,1.0
5,2,5,2,0,0,3,0,0
2,0,4,0,2,0,1,10,6.0
2,0,4,0,2,0,2,10,5.0
2,0,4,0,2,0,3,10,4.0
3,0,4,0,1,0,3,0,1.0
4,0,4,0,0,0,3,0,0
4,2,5,1,1,1,1,0,6.0
4,2,5,1,1,1,2,0,5.0
4,2,5,1,1,1,3,0,4.0
5,2,5,1,0,1,3,0,2.0
5,2,5,1,0,1,2,0,1.0
5,1,5,1,0,0,2,0,0
2,4,5,5,3,1,1,10,20.0
2,4,5,5,3,1,4,10,19.0
2,5,5,5,3,0,4,10,14.0
2,5,5,5,3,0,3,10,11.0
3,5,5,5,2,0,3,10,8.0
4,5,5,5,1,0,3,0,1.0
5,5,5,5,0,0,3,0,0
3,4,2,4,1,0,1,0,1.0
2,4,2,4,0,0,1,0,0
0,4,4,1,4,3,1,12,26.0
0,4,4,1,4,3,2,12,25.0
0,3,4,1,4,2,2,12,19.0
0,2,4,1,4,1,2,18,17.0
0,2,4,1,4,1,3,18,16.0
1,2,4,1,3,1,3,18,13.0
2,2,4,1,2,1,3,18,8.0
3,2,4,1,1,1,3,0,6.0
4,2,4,1,0,1,3,0,3.0
4,2,4,1,0,1,2,0,1.0
4,1,4,1,0,0,2,0,0
1,2,1,4,0,2,1,16,4.0
1,2,1,4,0,2,4,16,3.0
1,3,1,4,0,1,4,0,1.0
1,4,1,4,0,0,4,0,0
4,1,5,0,1,1,1,0,6.0
4,1,5,0,1,1,2,0,5.0
4,1,5,0,1,1,3,0,4.0
5,1,5,0,0,1,3,0,2.0
5,1,5,0,0,1,2,0,1.0
5,0,5,0,0,0,2,0,0
1,3,0,3,1,0,1,0,1.0
0,3,0,3,0,0,1,0,0
3,5,1,4,2,1,1,15,10.0
3,5,1,4,2,1,2,15,9.0
3,4,1,4,2,0,2,15,6.0
3,4,1,4,2,0,1,15,4.0
2,4,1,4,1,0,1,0,1.0
1,4,1,4,0,0,1,0,0
1,4,0,2,1,2,1,18,8.0
1,4,0,2,1,2,2,18,7.0
1,3,0,2,1,1,2,0,4.0
1,2,0,2,1,0,2,0,2.0
1,2,0,2,1,0,1,0,1.0
0,2,0,2,0,0,1,0,0
3,3,3,5,0,2,1,12,5.0
3,3,3,5,0,2,4,12,4.0
3,4,3,5,0,1,4,0,1.0
3,5,3,5,0,0,4,0,0
3,4,0,5,3,1,1,13,17.0
2,4,0,5,2,1,1,13,10.0
1,4,0,5,1,1,1,0,7.0
0,4,0,5,0,1,1,0,3.0
0,4,0,5,0,1,4,0,1.0
0,5,0,5,0,0,4,0,0
1,5,1,1,0,4,1,24,9.0
1,5,1,1,0,4,2,24,8.0
1,4,1,1,0,3,2,24,5.0
1,3,1,1,0,2,2,24,4.0
1,2,1,1,0,1,2,0,1.0
1,1,1,1,0,0,2,0,0
5,2,0,5,5,3,1,21,19.0
5,2,0,5,5,3,4,21,18.0
5,3,0,5,5,2,4,21,15.0
5,4,0,5,5,1,4,12,14.0
5,5,0,5,5,0,4,12,11.0
5,5,0,5,5,0,1,12,9.0
4,5,0,5,4,0,1,12,6.0
3,5,0,5,3,0,1,12,5.0
2,5,0,5,2,0,1,12,4.0
1,5,0,5,1,0,1,0,1.0
0,5,0,5,0,0,1,0,0
4,5,2,2,2,3,1,11,18.0
4,5,2,2,2,3,2,11,17.0
4,4,2,2,2,2,2,11,14.0
4,3,2,2,2,1,2,17,6.0
4,2,2,2,2,0,2,17,5.0
4,2,2,2,2,0,1,17,4.0
3,2,2,2,1,0,1,0,1.0
2,2,2,2,0,0,1,0,0
2,5,4,4,2,1,1,10,10.0
2,5,4,4,2,1,2,10,9.0
2,5,4,4,2,1,3,10,8.0
3,5,4,4,1,1,3,0,5.0
3,5,4,4,1,1,2,0,3.0
3,4,4,4,1,0,2,0,2.0
3,4,4,4,1,0,3,0,1.0
4,4,4,4,0,0,3,0,0
4,1,3,3,1,2,1,11,7.0
3,1,3,3,0,2,1,11,5.0
3,1,3,3,0,2,4,11,4.0
3,2,3,3,0,1,4,0,1.0
3,3,3,3,0,0,4,0,0
2,2,3,2,1,0,1,0,3.0
2,2,3,2,1,0,2,0,2.0
2,2,3,2,1,0,3,0,1.0
3,2,3,2,0,0,3,0,0
1,5,0,5,1,0,1,0,1.0
0,5,0,5,0,0,1,0,0
3,2,2,0,1,2,1,17,7.0
2,2,2,0,0,2,1,17,5.0
2,2,2,0,0,2,2,17,4.0
2,1,2,0,0,1,2,0,1.0
2,0,2,0,0,0,2,0,0
0,2,1,1,1,1,1,0,4.0
0,2,1,1,1,1,2,0,3.0
0,1,1,1,1,0,2,0,2.0
0,1,1,1,1,0,3,0,1.0
1,1,1,1,0,0,3,0,0
5,4,2,5,3,1,1,11,12.0
5,4,2,5,3,1,4,11,11.0
5,5,2,5,3,0,4,11,8.0
5,5,2,5,3,0,1,11,6.0
4,5,2,5,2,0,1,11,4.0
3,5,2,5,1,0,1,0,1.0
2,5,2,5,0,0,1,0,0
0,5,4,2,4,3,1,11,21.0
0,5,4,2,4,3,2,11,20.0
0,5,4,2,4,3,3,11,19.0
1,5,4,2,3,3,3,11,16.0
2,5,4,2,2,3,3,11,14.0
2,5,4,2,2,3,2,11,13.0
2,4,4,2,2,2,2,11,10.0
2,3,4,2,2,1,2,16,6.0
2,2,4,2,2,0,2,16,5.0
2,2,4,2,2,0,3,16,4.0
3,2,4,2,1,0,3,0,1.0
4,2,4,2,0,0,3,0,0
2,4,4,2,2,2,1,15,16.0
2,4,4,2,2,2,2,15,15.0
2,3,4,2,2,1,2,12,11.0
2,3,4,2,2,1,3,12,9.0
3,3,4,2,1,1,3,0,7.0
4,3,4,2,0,1,3,0,3.0
4,3,4,2,0,1,2,0,1.0
4,2,4,2,0,0,2,0,0
4,4,3,3,1,1,1,0,3.0
3,4,3,3,0,1,1,0,2.0
3,4,3,3,0,1,2,0,1.0
3,3,3,3,0,0,2,0,0
1,4,5,1,4,3,1,19,20.0
1,4,5,1,4,3,2,19,19.0
1,4,5,1,4,3,3,19,18.0
2,4,5,1,3,3,3,19,15.0
3,4,5,1,2,3,3,19,14.0
3,4,5,1,2,3,2,19,13.0
3,3,5,1,2,2,2,19,10.0
3,2,5,1,2,1,2,18,7.0
3,1,5,1,2,0,2,18,5.0
3,1,5,1,2,0,3,18,4.0
4,1,5,1,1,0,3,0,1.0
5,1,5,1,0,0,3,0,0
0,5,1,4,1,1,1,0,11.0
0,5,1,4,1,1,2,0,10.0
0,4,1,4,1,0,2,0,4.0
0,4,1,4,1,0,3,0,1.0
1,4,1,4,0,0,3,0,0
4,2,5,0,1,2,1,18,16.0
3,2,5,0,2,2,1,26,12.0
3,2,5,0,2,2,2,26,10.0
3,1,5,0,2,1,2,17,7.0
3,0,5,0,2,0,2,17,5.0
3,0,5,0,2,0,3,17,4.0
4,0,5,0,1,0,3,0,1.0
5,0,5,0,0,0,3,0,0
4,3,4,5,0,2,1,11,4.0
4,3,4,5,0,2,4,11,3.0
4,4,4,5,0,1,4,0,1.0
4,5,4,5,0,0,4,0,0
3,0,4,1,1,1,1,0,4.0
3,0,4,1,1,1,4,0,3.0
3,1,4,1,1,0,4,0,2.0
3,1,4,1,1,0,3,0,1.0
4,1,4,1,0,0,3,0,0
4,3,1,4,3,1,1,20,12.0
4,3,1,4,3,1,4,20,11.0
4,4,1,4,3,0,4,20,7.0
4,4,1,4,3,0,1,20,5.0
3,4,1,4,2,0,1,20,4.0
2,4,1,4,1,0,1,0,1.0
1,4,1,4,0,0,1,0,0
1,4,2,3,1,1,1,0,13.0
1,4,2,3,1,1,2,0,12.0
1,3,2,3,1,0,2,0,9.0
1,2,2,3,1,1,2,0,8.0
1,2,2,3,1,1,3,0,7.0
2,2,2,3,0,1,3,0,3.0
2,2,2,3,0,1,4,0,1.0
2,3,2,3,0,0,4,0,0
3,2,1,1,2,1,1,14,7.0
2,2,1,1,1,1,1,0,4.0
1,2,1,1,0,1,1,0,2.0
1,2,1,1,0,1,2,0,1.0
1,1,1,1,0,0,2,0,0
3,5,0,0,3,5,1,19,22.0
3,5,0,0,3,5,2,19,21.0
3,4,0,0,3,4,2,19,19.0
3,3,0,0,3,3,2,19,15.0
3,2,0,0,3,2,2,19,12.0
3,1,0,0,3,1,2,17,11.0
3,1,0,0,3,1,1,17,10.0
2,1,0,0,2,1,1,17,7.0
1,1,0,0,1,1,1,0,4.0
0,1,0,0,0,1,1,0,2.0
0,1,0,0,0,1,2,0,1.0
0,0,0,0,0,0,2,0,0
